"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Fred Finch Youth Center","DBA Fred Finch Youth and Family Servs","3800 Coolidge Avenue","","Oakland","CA","94602","","Alameda","510-482-2244","","","","http://www.fredfinch.org","37.8001394","-122.2061974","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","","1","","","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","1","","1","","","","","","","","","1","1","1","1","","","","","","","","","","","1","","","1","1","","1","","1","","1","1","1","","1","","","1","1","1","","1","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","1","","1","1","1","1","","1","","1","1","1","1","","1","","1","1","",""
"Seneca Family of Agencies","Maya Angelou Academy","3695 High Street","","Oakland","CA","94619","","Alameda","510-434-7990","","","","http://www.maabbcommunity.weebly.com","37.7890548","-122.1933835","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","1","","","","","","","1","","","","","1","","1","","","","","","","","","","","1","","","1","","","1","","","","","","1","","1","","","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"First Chance","","826 Mahler Road","","Burlingame","CA","94010","","San Mateo","650-689-5597","","","","http://www.star-vista.org","37.5975715","-122.3672417","SU","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","1","1","1","1","1","","1","1","","","","1","","1","","","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","","","","","","","1","1","1","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","1","","","1","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Wistar R and R Program Inc","","9735 Empire Road","","Oakland","CA","94603","","Alameda","510-562-8370","","","","http://","37.7312253","-122.1928965","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","1","","1","","","","","1","","","1","1","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","1","","","","","1","","","1","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Ujima West","12960 San Pablo Avenue","","Richmond","CA","94805","","Contra Costa","510-215-2280","","","","http://www.ujimafamily.org","37.9488627","-122.3311951","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","1","","1","1","1","","1","","","","","","","","","1","1","1","","1","1","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County","West County Childrens MH Services","13585 San Pablo Avenue","","San Pablo","CA","94806","","Contra Costa","510-374-3261","","510-942-4629","","http://cchealth.org/aod","37.9562674","-122.3374553","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County","West County Childrens MH Services","13585 San Pablo Avenue","","San Pablo","CA","94806","","Contra Costa","510-374-3261","","510-942-4629","","http://cchealth.org/aod","37.9562674","-122.3374553","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","1","","","","1","","1","","","","","1","","1","","1","","","1","1","","","","1","","","","","","","","1","1","1","","1","1","","1","","1","","1","","1","1","1","","1","1","","","1","","","","","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Rectory Womens Recovery Center","1901 Church Lane","","San Pablo","CA","94806","","Contra Costa","510-236-3134","","","","http://www.ujimafamily.org","37.9575102","-122.3418167","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","1","1","1","","","1","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","","1","","","","1","","","1","1","","1","1","1","","1","","","","","","1","","","1","1","1","","1","1","","1","","","","","","","","","","","","1","","","1","","1","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"La Cheim STRTP","","5860 McBryde Avenue","","Richmond","CA","94805","","Contra Costa","510-375-9730","","","","http://www.lacheim.org/strtp","37.9510112","-122.3198972","MH","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","1","1","1","1","","","1","1","","","","","","","1","","","1","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A and A Mental Health Servs","","13956 San Pablo Avenue","","San Pablo","CA","94806","","Contra Costa","510-609-4040","","","","http://","37.9612595","-122.3423702","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","1","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","","","","","","1","1","",""
"Behavioral Health and Recovery Service","Childrens Mental Health Services","3230 Kerner Boulevard","","San Rafael","CA","94901","","Marin","415-473-6724","","888-818-1115","","http://www.marinhhs.org/mental-health-services","37.9603636","-122.5016028","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","1","","","1","1","1","","1","1","","1","","","1","","","","1","1","1","1","","","","1","","","","","","","1","","","1","1","","1","","1","1","1","1","1","","1","","","","1","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","","",""
"Fred Finch Youth Center","DBA French Finch Contra Costa TAY Prog","2523 El Portal Drive","Suite 201","San Pablo","CA","94806","","Contra Costa","510-439-3130 x6107","Intakes","510-439-3130 x6100","510-773-7686","http://www.fredfinch.org","37.9657098","-122.3384376","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","1","","","","1","1","1","1","","","","1","","","","","","1","1","","","","1","","1","","1","","1","1","1","","1","","1","1","1","1","","1","","","","1","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Teen Challenge of East Bay Inc","Teen Challenge","2221 90th Avenue","","Oakland","CA","94603","","Alameda","510-562-1141","","888-339-3193","","http://www.teenchallenge.net","37.754108","-122.165336","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","1","","","1","","","1","","","1","","","1","1","1","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lifeline Treatment Services Inc","","10429 International Boulevard","","Oakland","CA","94603","","Alameda","661-254-6630","","510-777-8448","","http://www.americanhealthservices.org","37.739249","-122.167124","SU","","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","1","","1","","","","1","","1","1","","","","1","","","1","1","","1","1","","","","","","1","","","1","1","1","1","","","","1","1","","","","","1","1","","","1","","1","","1","1","","1","1","1","1","1","1","","1","","","","","","","1","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Paradigm Treatment Centers","Paradigm San Francisco Terrace","53 Dunfries Terrace","","San Rafael","CA","94901","","Marin","888-220-3466","","","","http://www.paradigmsanfrancisco.com","37.977337","-122.483652","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","1","","","1","","","","","","1","","","","1","1","1","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paradigm Treatment Centers","Paradigm San Francisco Young Adult","46 Arguello Circle","","San Rafael","CA","94901","","Marin","877-469-2054","","855-921-4973","","http://www.paradigmtreatment.com","37.9761652","-122.4907466","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","1","","","","1","","1","","","","1","","1","","1","1","1","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Felton Institute","reMIND Marin","361 3rd Street","Suite B","San Rafael","CA","94901","","Marin","415-747-8178","","","","https://felton.org/early-psychosis/marin/","37.9696362","-122.5169708","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","1","","1","1","","","","","","1","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paradigm Treatment Centers","Paradigm San Francisco Seaview","71 West Seaview Avenue","","San Rafael","CA","94901","","Marin","877-469-2054","","855-921-4973","","http://ParadigmTreatment.com/?utm_source=sam","37.9737254","-122.5073499","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","1","","","1","","","","","","1","","","","1","1","1","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Casa Rene Crisis Residential","","1109 Sir Francis Drake Boulevard","","Greenbrae","CA","94904","","Marin","415-457-6966","","","","http://www.buckelew.org","37.9581051","-122.5513713","MH","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","1","1","","","1","","","","1","1","1","1","1","1","","1","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","","","","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","1","","",""
"La Cheim School and TBS","","4892 San Pablo Dam Road","","El Sobrante","CA","94803","","Contra Costa","510-243-2360","","","","http://www.lacheim.org/school-program","37.9626651","-122.2925935","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","","","","","","","","","","","","1","1","","","","1","","","","","","","1","","","1","1","","1","","1","","","","1","","1","1","1","1","1","","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Womens Recovery Association Elms Hous","202 East Bellevue Avenue","","San Mateo","CA","94401","","San Mateo","415-235-8254","Intakes","650-348-6603 x301","650-348-6603 x226","http://healthright360.org","37.5722293","-122.3356559","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","1","1","","","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","","","1","","1","1","1","1","1","1","","","1","1","","1","","","","","","","1","","1","1","1","1","","","","1","","","","","","1","1","1","1","1","1","1","","1","","","","1","","","","","","","","1","","","1","1","1","","","1","","","1","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Ritter Center Safety Net","","16 Ritter Street","","San Rafael","CA","94901","","Marin","415-457-8182","","415-457-8182 x203","","http://Rittercenter.org","37.9713864","-122.5252629","SU","","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","1","","","1","","","","","1","","","","","","","","1","1","","","1","","1","1","","","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","1","1","","1","1","1","","1","1","","1","","1","1","","1","","1","","1","1","1","","1","1","1","1","","","","","","1","1","","","","","","","","","","1","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bayside Marin Treatment Center","Outpatient/Inpatient","718 4th Street","","San Rafael","CA","94901","","Marin","702-612-6015","Intakes","415-721-2000","408-216-6583","http://www.baysidemarin.com","37.9727939","-122.5232684","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","1","1","","1","1","1","1","","","","1","1","1","1","","","","","","","","","","1","1","1","","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","1","","","1","","1","1","","1","1","1","1","1","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","","","1","1","1","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Newport Institute","","285 Margarita Drive","","San Rafael","CA","94901","","Marin","855-272-7451","","","","http://www.newportinstitute.com","37.9806245","-122.4972701","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","1","1","1","","","","","1","1","","","1","","","1","1","","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport Institute","","285 Margarita Drive","","San Rafael","CA","94901","","Marin","855-272-7451","","","","http://www.newportinstitute.com","37.9806245","-122.4972701","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","1","","1","","","","1","","","","1","1","1","","","1","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Center Point Inc","The Manor Mens Residential Program","603 D Street","","San Rafael","CA","94901","","Marin","415-492-4444","Intakes","415-456-6655 x1","415-456-6655","http://www.cpinc.org","37.9703366","-122.5327048","SU","","1","1","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","","","","","","","1","","","","","","1","1","","","","","1","","","","","1","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","","","1","","","","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","","","1","1","","","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","1","1","","1","","1","","","1","1","1","","","1","","1","1","1","","1","1","","","","1","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","","1104 Lincoln Avenue","","San Rafael","CA","94901","","Marin","877-820-6371","","","","http://www.newportacademy.com","37.9736045","-122.5233765","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
